NO-GUROBI HEURISTIC SOLUTION
====================================

problemName: 20170607T112250854254
vehicleFileID: 101
cutoffTime: 3600.000000
problemType: 2
problemTypeString: mFSTSP No-Gurobi Heuristic
numUAVs: 3
numTrucks: -1
requireTruckAtDepot: True
requireDriver: True
Etype: 3
ITER: 1

Objective Function Value: 19587.050780
Truck Waiting Time: 1411.092334
UAV Waiting Time: 7482.582609
Number of Truck Customers: 35
Number of UAV Customers: 65
Runtime: 37.577029

Validation:
{'valid': True, 'missing_customers': [], 'duplicated_customers': [], 'extra_customers': []}
{'time': 15720.82081806722, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 75, 'uav_customer': 47, 'recovery_node': 86}
{'time': 15750.82081806722, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 75, 'uav_customer': 54, 'recovery_node': 86}
{'time': 15780.82081806722, 'activity': 'truck_service_done', 'node': 86}
{'time': 15840.82081806722, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 86, 'uav_customer': 73, 'recovery_node': 52, 'uav_expected_recovery_time': 16176.697572766145}
{'time': 15900.82081806722, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 86, 'uav_customer': 48, 'recovery_node': 52, 'uav_expected_recovery_time': 16182.542325394206}
{'time': 15960.82081806722, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 86, 'uav_customer': 41, 'recovery_node': 52, 'uav_expected_recovery_time': 16151.873783024226}
{'time': 16286.79547106722, 'activity': 'truck_travel_done', 'from': 86, 'to': 52}
{'time': 16286.79547106722, 'activity': 'truck_arrive', 'node': 52}
{'time': 16316.79547106722, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 86, 'uav_customer': 73, 'recovery_node': 52}
{'time': 16346.79547106722, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 86, 'uav_customer': 48, 'recovery_node': 52}
{'time': 16376.79547106722, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 86, 'uav_customer': 41, 'recovery_node': 52}
{'time': 16406.79547106722, 'activity': 'truck_service_done', 'node': 52}
{'time': 16466.79547106722, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 52, 'uav_customer': 55, 'recovery_node': 58, 'uav_expected_recovery_time': 17092.14497071681}
{'time': 16526.79547106722, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 52, 'uav_customer': 44, 'recovery_node': 58, 'uav_expected_recovery_time': 17125.098449889738}
{'time': 16586.79547106722, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 52, 'uav_customer': 51, 'recovery_node': 58, 'uav_expected_recovery_time': 17130.698645531113}
{'time': 17394.27396906722, 'activity': 'truck_travel_done', 'from': 52, 'to': 58}
{'time': 17394.27396906722, 'activity': 'truck_arrive', 'node': 58}
{'time': 17424.27396906722, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 52, 'uav_customer': 55, 'recovery_node': 58}
{'time': 17454.27396906722, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 52, 'uav_customer': 44, 'recovery_node': 58}
{'time': 17484.27396906722, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 52, 'uav_customer': 51, 'recovery_node': 58}
{'time': 17514.27396906722, 'activity': 'truck_service_done', 'node': 58}
{'time': 17574.27396906722, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 58, 'uav_customer': 78, 'recovery_node': 37, 'uav_expected_recovery_time': 18238.213932586095}
{'time': 17634.27396906722, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 58, 'uav_customer': 16, 'recovery_node': 37, 'uav_expected_recovery_time': 18221.519600937267}
{'time': 17694.27396906722, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 58, 'uav_customer': 2, 'recovery_node': 37, 'uav_expected_recovery_time': 18142.678198344704}
{'time': 18589.94879706722, 'activity': 'truck_travel_done', 'from': 58, 'to': 37}
{'time': 18589.94879706722, 'activity': 'truck_arrive', 'node': 37}
{'time': 18619.94879706722, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 58, 'uav_customer': 78, 'recovery_node': 37}
{'time': 18649.94879706722, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 58, 'uav_customer': 16, 'recovery_node': 37}
{'time': 18679.94879706722, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 58, 'uav_customer': 2, 'recovery_node': 37}
{'time': 18709.94879706722, 'activity': 'truck_service_done', 'node': 37}
{'time': 18769.94879706722, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 37, 'uav_customer': 13, 'recovery_node': 0, 'uav_expected_recovery_time': 19373.952217899736}
{'time': 18829.94879706722, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 37, 'uav_customer': 84, 'recovery_node': 0, 'uav_expected_recovery_time': 19414.44617617967}
{'time': 18889.94879706722, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 37, 'uav_customer': 88, 'recovery_node': 0, 'uav_expected_recovery_time': 19472.18860535974}
{'time': 19497.05078006722, 'activity': 'truck_travel_done', 'from': 37, 'to': 0}
{'time': 19497.05078006722, 'activity': 'truck_arrive', 'node': 0}
{'time': 19527.05078006722, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 37, 'uav_customer': 13, 'recovery_node': 0}
{'time': 19557.05078006722, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 37, 'uav_customer': 84, 'recovery_node': 0}
{'time': 19587.05078006722, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 37, 'uav_customer': 88, 'recovery_node': 0}
