NO-GUROBI HEURISTIC SOLUTION
====================================

problemName: 20170607T111421374488
vehicleFileID: 101
cutoffTime: 3600.000000
problemType: 2
problemTypeString: mFSTSP No-Gurobi Heuristic
numUAVs: 3
numTrucks: -1
requireTruckAtDepot: True
requireDriver: True
Etype: 3
ITER: 1

Objective Function Value: 19745.786305
Truck Waiting Time: 967.651596
UAV Waiting Time: 4609.537470
Number of Truck Customers: 36
Number of UAV Customers: 64
Runtime: 63.268184

Validation:
{'valid': True, 'missing_customers': [], 'duplicated_customers': [], 'extra_customers': []}
{'time': 17349.64935015135, 'activity': 'truck_travel_done', 'from': 94, 'to': 69}
{'time': 17349.64935015135, 'activity': 'truck_arrive', 'node': 69}
{'time': 17379.64935015135, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 94, 'uav_customer': 17, 'recovery_node': 69}
{'time': 17409.64935015135, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 94, 'uav_customer': 61, 'recovery_node': 69}
{'time': 17439.64935015135, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 94, 'uav_customer': 50, 'recovery_node': 69}
{'time': 17469.64935015135, 'activity': 'truck_service_done', 'node': 69}
{'time': 17529.64935015135, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 69, 'uav_customer': 48, 'recovery_node': 19, 'uav_expected_recovery_time': 17726.62295626749}
{'time': 17589.64935015135, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 69, 'uav_customer': 82, 'recovery_node': 19, 'uav_expected_recovery_time': 17871.23415925448}
{'time': 17649.64935015135, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 69, 'uav_customer': 45, 'recovery_node': 19, 'uav_expected_recovery_time': 17951.486971745635}
{'time': 17843.16348215135, 'activity': 'truck_travel_done', 'from': 69, 'to': 19}
{'time': 17843.16348215135, 'activity': 'truck_arrive', 'node': 19}
{'time': 17873.16348215135, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 69, 'uav_customer': 48, 'recovery_node': 19}
{'time': 17903.16348215135, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 69, 'uav_customer': 82, 'recovery_node': 19}
{'time': 17981.486971745635, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 69, 'uav_customer': 45, 'recovery_node': 19}
{'time': 18011.486971745635, 'activity': 'truck_service_done', 'node': 19}
{'time': 18071.486971745635, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 19, 'uav_customer': 56, 'recovery_node': 41, 'uav_expected_recovery_time': 18654.45559567729}
{'time': 18131.486971745635, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 19, 'uav_customer': 73, 'recovery_node': 41, 'uav_expected_recovery_time': 18751.33639497623}
{'time': 18191.486971745635, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 19, 'uav_customer': 42, 'recovery_node': 41, 'uav_expected_recovery_time': 18853.19721234638}
{'time': 18714.656708745635, 'activity': 'truck_travel_done', 'from': 19, 'to': 41}
{'time': 18714.656708745635, 'activity': 'truck_arrive', 'node': 41}
{'time': 18744.656708745635, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 19, 'uav_customer': 56, 'recovery_node': 41}
{'time': 18781.33639497623, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 19, 'uav_customer': 73, 'recovery_node': 41}
{'time': 18883.19721234638, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 19, 'uav_customer': 42, 'recovery_node': 41}
{'time': 18913.19721234638, 'activity': 'truck_service_done', 'node': 41}
{'time': 18973.19721234638, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 41, 'uav_customer': 51, 'recovery_node': 47, 'uav_expected_recovery_time': 19237.852767271903}
{'time': 19033.19721234638, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 41, 'uav_customer': 89, 'recovery_node': 47, 'uav_expected_recovery_time': 19311.95655951153}
{'time': 19093.19721234638, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 41, 'uav_customer': 65, 'recovery_node': 47, 'uav_expected_recovery_time': 19393.40894305944}
{'time': 19350.37951134638, 'activity': 'truck_travel_done', 'from': 41, 'to': 47}
{'time': 19350.37951134638, 'activity': 'truck_arrive', 'node': 47}
{'time': 19380.37951134638, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 41, 'uav_customer': 51, 'recovery_node': 47}
{'time': 19410.37951134638, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 41, 'uav_customer': 89, 'recovery_node': 47}
{'time': 19440.37951134638, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 41, 'uav_customer': 65, 'recovery_node': 47}
{'time': 19470.37951134638, 'activity': 'truck_service_done', 'node': 47}
{'time': 19745.786305346377, 'activity': 'truck_travel_done', 'from': 47, 'to': 0}
{'time': 19745.786305346377, 'activity': 'truck_arrive', 'node': 0}
