NO-GUROBI HEURISTIC SOLUTION
====================================

problemName: 20170606T115823934453
vehicleFileID: 101
cutoffTime: 3600.000000
problemType: 2
problemTypeString: mFSTSP No-Gurobi Heuristic
numUAVs: 3
numTrucks: -1
requireTruckAtDepot: True
requireDriver: True
Etype: 3
ITER: 1

Objective Function Value: 20195.908686
Truck Waiting Time: 994.154048
UAV Waiting Time: 5615.887564
Number of Truck Customers: 33
Number of UAV Customers: 67
Runtime: 66.640814

Validation:
{'valid': True, 'missing_customers': [], 'duplicated_customers': [], 'extra_customers': []}
{'time': 16980.878062179145, 'activity': 'truck_service_done', 'node': 78}
{'time': 17040.878062179145, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 78, 'uav_customer': 44, 'recovery_node': 82, 'uav_expected_recovery_time': 17486.788291569967}
{'time': 17100.878062179145, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 78, 'uav_customer': 59, 'recovery_node': 82, 'uav_expected_recovery_time': 17645.147451981662}
{'time': 17160.878062179145, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 78, 'uav_customer': 30, 'recovery_node': 82, 'uav_expected_recovery_time': 17707.449014459267}
{'time': 17620.839540179146, 'activity': 'truck_travel_done', 'from': 78, 'to': 82}
{'time': 17620.839540179146, 'activity': 'truck_arrive', 'node': 82}
{'time': 17650.839540179146, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 78, 'uav_customer': 44, 'recovery_node': 82}
{'time': 17680.839540179146, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 78, 'uav_customer': 59, 'recovery_node': 82}
{'time': 17737.449014459267, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 78, 'uav_customer': 30, 'recovery_node': 82}
{'time': 17767.449014459267, 'activity': 'truck_service_done', 'node': 82}
{'time': 17827.449014459267, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 82, 'uav_customer': 83, 'recovery_node': 28, 'uav_expected_recovery_time': 18376.377470333297}
{'time': 17887.449014459267, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 82, 'uav_customer': 29, 'recovery_node': 28, 'uav_expected_recovery_time': 18425.967128605327}
{'time': 17947.449014459267, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 82, 'uav_customer': 99, 'recovery_node': 28, 'uav_expected_recovery_time': 18516.707238722083}
{'time': 18499.285845459268, 'activity': 'truck_travel_done', 'from': 82, 'to': 28}
{'time': 18499.285845459268, 'activity': 'truck_arrive', 'node': 28}
{'time': 18529.285845459268, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 82, 'uav_customer': 83, 'recovery_node': 28}
{'time': 18559.285845459268, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 82, 'uav_customer': 29, 'recovery_node': 28}
{'time': 18589.285845459268, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 82, 'uav_customer': 99, 'recovery_node': 28}
{'time': 18619.285845459268, 'activity': 'truck_service_done', 'node': 28}
{'time': 18679.285845459268, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 28, 'uav_customer': 43, 'recovery_node': 61, 'uav_expected_recovery_time': 19221.672038258224}
{'time': 18739.285845459268, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 28, 'uav_customer': 52, 'recovery_node': 61, 'uav_expected_recovery_time': 19257.61070149991}
{'time': 18799.285845459268, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 28, 'uav_customer': 94, 'recovery_node': 61, 'uav_expected_recovery_time': 19368.551551251225}
{'time': 19338.118909459266, 'activity': 'truck_travel_done', 'from': 28, 'to': 61}
{'time': 19338.118909459266, 'activity': 'truck_arrive', 'node': 61}
{'time': 19368.118909459266, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 28, 'uav_customer': 43, 'recovery_node': 61}
{'time': 19398.118909459266, 'activity': 'uav_recovered', 'uav': 3, 'launch_node': 28, 'uav_customer': 52, 'recovery_node': 61}
{'time': 19428.118909459266, 'activity': 'uav_recovered', 'uav': 4, 'launch_node': 28, 'uav_customer': 94, 'recovery_node': 61}
{'time': 19458.118909459266, 'activity': 'truck_service_done', 'node': 61}
{'time': 19632.252970459267, 'activity': 'truck_travel_done', 'from': 61, 'to': 14}
{'time': 19632.252970459267, 'activity': 'truck_arrive', 'node': 14}
{'time': 19662.252970459267, 'activity': 'truck_service_done', 'node': 14}
{'time': 19746.943653459268, 'activity': 'truck_travel_done', 'from': 14, 'to': 12}
{'time': 19746.943653459268, 'activity': 'truck_arrive', 'node': 12}
{'time': 19776.943653459268, 'activity': 'truck_service_done', 'node': 12}
{'time': 19873.435903459267, 'activity': 'truck_travel_done', 'from': 12, 'to': 90}
{'time': 19873.435903459267, 'activity': 'truck_arrive', 'node': 90}
{'time': 19903.435903459267, 'activity': 'truck_service_done', 'node': 90}
{'time': 20015.90868645927, 'activity': 'truck_travel_done', 'from': 90, 'to': 0}
{'time': 20015.90868645927, 'activity': 'truck_arrive', 'node': 0}
{'time': 20075.90868645927, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 0, 'uav_customer': 26, 'recovery_node': 7, 'uav_expected_recovery_time': 20541.269423645565}
{'time': 20135.90868645927, 'activity': 'uav_launched', 'uav': 3, 'launch_node': 0, 'uav_customer': 31, 'recovery_node': 7, 'uav_expected_recovery_time': 20601.652909159446}
{'time': 20195.90868645927, 'activity': 'uav_launched', 'uav': 4, 'launch_node': 0, 'uav_customer': 39, 'recovery_node': 7, 'uav_expected_recovery_time': 20656.34718728375}
